Features: 16,,,,,,,,,,
Target Class: streamcluster,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,99.78601997,103
"Nu: 0.99, Gamma: 0.0003",1,138,0,116,45.88235294,0,40,,,
"Nu: 0.99, Gamma: 0.0004",1,138,0,116,45.88235294,0,40,,,
"Nu: 0.99, Gamma: 0.005",1,138,0,116,45.88235294,0,40,,,
"Nu: 0.99, Gamma: 0.05",1,138,0,116,45.88235294,0,40,,,
"Nu: 0.99, Gamma: 0.0625",1,138,0,116,45.88235294,0,40,,,
"Nu: 0.99, Gamma: 0.1",1,138,0,116,45.88235294,0,40,,,
"Nu: 0.99, Gamma: 0.2",1,138,0,116,45.88235294,0,40,,,
"Nu: 0.99, Gamma: 0.5",1,138,0,116,45.88235294,0,40,,,
"Nu: 0.99, Gamma: 0.7",1,138,0,116,45.88235294,0,40,,,
"Nu: 0.99, Gamma: 0.9",1,138,0,116,45.88235294,0,40,,,
"Nu: 0.99, Gamma: 0.99",1,138,0,116,45.88235294,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: streamcluster,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,12,0,1390,99.14407989,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,12,0,1390,99.14407989,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,12,0,1390,99.14407989,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,12,0,1390,99.14407989,10,40,,,
"Nu: 0.0001, Gamma: 0.005",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0001, Gamma: 0.05",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0001, Gamma: 0.1",10,2,1388,2,0.855920114,10,40,,,
"Nu: 0.0001, Gamma: 0.2",10,2,1317,73,5.920114123,10,40,,,
"Nu: 0.0001, Gamma: 0.5",10,2,53,1337,96.07703281,10,40,,,
"Nu: 0.0001, Gamma: 0.7",9,3,30,1360,97.64621969,10,40,,,
"Nu: 0.0001, Gamma: 0.9",9,3,7,1383,99.28673324,10,40,,,
"Nu: 0.0001, Gamma: 0.99",9,3,7,1383,99.28673324,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,12,0,1390,99.14407989,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,12,0,1390,99.14407989,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0002, Gamma: 0.005",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0002, Gamma: 0.05",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0002, Gamma: 0.1",10,2,1388,2,0.855920114,10,40,,,
"Nu: 0.0002, Gamma: 0.2",10,2,1317,73,5.920114123,10,40,,,
"Nu: 0.0002, Gamma: 0.5",10,2,61,1329,95.5064194,10,40,,,
"Nu: 0.0002, Gamma: 0.7",9,3,28,1362,97.78887304,10,40,,,
"Nu: 0.0002, Gamma: 0.9",9,3,11,1379,99.00142653,10,40,,,
"Nu: 0.0002, Gamma: 0.99",9,3,6,1384,99.35805991,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",6,6,0,1390,99.57203994,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0003, Gamma: 0.005",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0003, Gamma: 0.05",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0003, Gamma: 0.1",10,2,1388,2,0.855920114,10,40,,,
"Nu: 0.0003, Gamma: 0.2",10,2,1313,77,6.205420827,10,40,,,
"Nu: 0.0003, Gamma: 0.5",10,2,60,1330,95.57774608,10,40,,,
"Nu: 0.0003, Gamma: 0.7",9,3,26,1364,97.93152639,10,40,,,
"Nu: 0.0003, Gamma: 0.9",9,3,11,1379,99.00142653,10,40,,,
"Nu: 0.0003, Gamma: 0.99",9,3,7,1383,99.28673324,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",11,1,1389,1,0.855920114,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0004, Gamma: 0.005",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0004, Gamma: 0.05",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.0004, Gamma: 0.1",10,2,1388,2,0.855920114,10,40,,,
"Nu: 0.0004, Gamma: 0.2",10,2,1311,79,6.34807418,10,40,,,
"Nu: 0.0004, Gamma: 0.5",10,2,58,1332,95.72039943,10,40,,,
"Nu: 0.0004, Gamma: 0.7",9,3,25,1365,98.00285307,10,40,,,
"Nu: 0.0004, Gamma: 0.9",9,3,11,1379,99.00142653,10,40,,,
"Nu: 0.0004, Gamma: 0.99",9,3,7,1383,99.28673324,10,40,,,
"Nu: 0.005, Gamma: 0.0001",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.005, Gamma: 0.0002",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.005, Gamma: 0.0003",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.005, Gamma: 0.0004",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.005, Gamma: 0.005",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.005, Gamma: 0.05",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.005, Gamma: 0.0625",10,2,1389,1,0.784593438,10,40,,,
"Nu: 0.005, Gamma: 0.1",10,2,1386,4,0.998573466,10,40,,,
"Nu: 0.005, Gamma: 0.2",10,2,1306,84,6.704707561,10,40,,,
"Nu: 0.005, Gamma: 0.5",10,2,59,1331,95.64907275,10,40,,,
"Nu: 0.005, Gamma: 0.7",9,3,29,1361,97.71754636,10,40,,,
"Nu: 0.005, Gamma: 0.9",9,3,10,1380,99.07275321,10,40,,,
"Nu: 0.005, Gamma: 0.99",9,3,8,1382,99.21540656,10,40,,,
"Nu: 0.05, Gamma: 0.0001",10,2,1381,9,1.355206847,10,40,,,
"Nu: 0.05, Gamma: 0.0002",10,2,1381,9,1.355206847,10,40,,,
"Nu: 0.05, Gamma: 0.0003",10,2,1381,9,1.355206847,10,40,,,
"Nu: 0.05, Gamma: 0.0004",10,2,1381,9,1.355206847,10,40,,,
"Nu: 0.05, Gamma: 0.005",10,2,1381,9,1.355206847,10,40,,,
"Nu: 0.05, Gamma: 0.05",10,2,1378,12,1.569186876,10,40,,,
"Nu: 0.05, Gamma: 0.0625",10,2,1376,14,1.711840228,10,40,,,
"Nu: 0.05, Gamma: 0.1",10,2,1374,16,1.854493581,10,40,,,
"Nu: 0.05, Gamma: 0.2",10,2,1252,138,10.55634807,10,40,,,
"Nu: 0.05, Gamma: 0.5",10,2,39,1351,97.07560628,10,40,,,
"Nu: 0.05, Gamma: 0.7",9,3,19,1371,98.43081312,10,40,,,
"Nu: 0.05, Gamma: 0.9",9,3,7,1383,99.28673324,10,40,,,
"Nu: 0.05, Gamma: 0.99",9,3,5,1385,99.42938659,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",10,2,1360,30,2.853067047,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",10,2,1360,30,2.853067047,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",10,2,1360,30,2.853067047,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",10,2,1360,30,2.853067047,10,40,,,
"Nu: 0.0625, Gamma: 0.005",10,2,1360,30,2.853067047,10,40,,,
"Nu: 0.0625, Gamma: 0.05",10,2,1360,30,2.853067047,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",10,2,1361,29,2.781740371,10,40,,,
"Nu: 0.0625, Gamma: 0.1",10,2,1367,23,2.353780314,10,40,,,
"Nu: 0.0625, Gamma: 0.2",10,2,1259,131,10.05706134,10,40,,,
"Nu: 0.0625, Gamma: 0.5",10,2,38,1352,97.14693295,10,40,,,
"Nu: 0.0625, Gamma: 0.7",9,3,18,1372,98.5021398,10,40,,,
"Nu: 0.0625, Gamma: 0.9",8,4,5,1385,99.35805991,10,40,,,
"Nu: 0.0625, Gamma: 0.99",8,4,3,1387,99.50071327,10,40,,,
"Nu: 0.1, Gamma: 0.0001",10,2,1296,94,7.417974322,10,40,,,
"Nu: 0.1, Gamma: 0.0002",10,2,1296,94,7.417974322,10,40,,,
"Nu: 0.1, Gamma: 0.0003",10,2,1296,94,7.417974322,10,40,,,
"Nu: 0.1, Gamma: 0.0004",10,2,1296,94,7.417974322,10,40,,,
"Nu: 0.1, Gamma: 0.005",10,2,1296,94,7.417974322,10,40,,,
"Nu: 0.1, Gamma: 0.05",10,2,1287,103,8.059914408,10,40,,,
"Nu: 0.1, Gamma: 0.0625",10,2,1280,110,8.559201141,10,40,,,
"Nu: 0.1, Gamma: 0.1",10,2,1255,135,10.34236805,10,40,,,
"Nu: 0.1, Gamma: 0.2",10,2,669,721,52.13980029,10,40,,,
"Nu: 0.1, Gamma: 0.5",8,4,0,1390,99.7146933,10,40,,,
"Nu: 0.1, Gamma: 0.7",8,4,5,1385,99.35805991,10,40,,,
"Nu: 0.1, Gamma: 0.9",8,4,2,1388,99.57203994,10,40,,,
"Nu: 0.1, Gamma: 0.99",8,4,1,1389,99.64336662,10,40,,,
"Nu: 0.2, Gamma: 0.0001",7,5,807,583,42.08273894,10,40,,,
"Nu: 0.2, Gamma: 0.0002",7,5,807,583,42.08273894,10,40,,,
"Nu: 0.2, Gamma: 0.0003",7,5,806,584,42.15406562,10,40,,,
"Nu: 0.2, Gamma: 0.0004",7,5,807,583,42.08273894,10,40,,,
"Nu: 0.2, Gamma: 0.005",7,5,780,610,44.0085592,10,40,,,
"Nu: 0.2, Gamma: 0.05",7,5,550,840,60.41369472,10,40,,,
"Nu: 0.2, Gamma: 0.0625",7,5,485,905,65.04992867,10,40,,,
"Nu: 0.2, Gamma: 0.1",7,5,275,1115,80.02853067,10,40,,,
"Nu: 0.2, Gamma: 0.2",7,5,14,1376,98.64479315,10,40,,,
"Nu: 0.2, Gamma: 0.5",7,5,0,1390,99.64336662,10,40,,,
"Nu: 0.2, Gamma: 0.7",7,5,0,1390,99.64336662,10,40,,,
"Nu: 0.2, Gamma: 0.9",7,5,0,1390,99.64336662,10,40,,,
"Nu: 0.2, Gamma: 0.99",7,5,0,1390,99.64336662,10,40,,,
"Nu: 0.5, Gamma: 0.0001",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.5, Gamma: 0.0002",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.5, Gamma: 0.0003",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.5, Gamma: 0.0004",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.5, Gamma: 0.005",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.5, Gamma: 0.05",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.5, Gamma: 0.0625",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.5, Gamma: 0.1",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.5, Gamma: 0.2",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.5, Gamma: 0.5",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.5, Gamma: 0.7",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.5, Gamma: 0.9",6,6,0,1390,99.57203994,10,40,,,
"Nu: 0.5, Gamma: 0.99",6,6,0,1390,99.57203994,10,40,,,
"Nu: 0.7, Gamma: 0.0001",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.7, Gamma: 0.0002",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.7, Gamma: 0.0003",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.7, Gamma: 0.0004",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.7, Gamma: 0.005",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.7, Gamma: 0.05",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.7, Gamma: 0.0625",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.7, Gamma: 0.1",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.7, Gamma: 0.2",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.7, Gamma: 0.5",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.7, Gamma: 0.7",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.7, Gamma: 0.9",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.7, Gamma: 0.99",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.9, Gamma: 0.0001",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.9, Gamma: 0.0002",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.9, Gamma: 0.0003",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.9, Gamma: 0.0004",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.9, Gamma: 0.005",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.9, Gamma: 0.05",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.9, Gamma: 0.0625",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.9, Gamma: 0.1",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.9, Gamma: 0.2",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.9, Gamma: 0.5",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.9, Gamma: 0.7",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.9, Gamma: 0.9",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.9, Gamma: 0.99",5,7,0,1390,99.50071327,10,40,,,
"Nu: 0.99, Gamma: 0.0001",1,11,0,1390,99.21540656,10,40,,,
"Nu: 0.99, Gamma: 0.0002",1,11,0,1390,99.21540656,10,40,,,
"Nu: 0.99, Gamma: 0.0003",1,11,0,1390,99.21540656,10,40,,,
"Nu: 0.99, Gamma: 0.0004",1,11,0,1390,99.21540656,10,40,,,
"Nu: 0.99, Gamma: 0.005",1,11,0,1390,99.21540656,10,40,,,
"Nu: 0.99, Gamma: 0.05",1,11,0,1390,99.21540656,10,40,,,
"Nu: 0.99, Gamma: 0.0625",1,11,0,1390,99.21540656,10,40,,,
"Nu: 0.99, Gamma: 0.1",1,11,0,1390,99.21540656,10,40,,,
"Nu: 0.99, Gamma: 0.2",1,11,0,1390,99.21540656,10,40,,,
"Nu: 0.99, Gamma: 0.5",1,11,0,1390,99.21540656,10,40,,,
"Nu: 0.99, Gamma: 0.7",1,11,0,1390,99.21540656,10,40,,,
"Nu: 0.99, Gamma: 0.9",1,11,0,1390,99.21540656,10,40,,,
"Nu: 0.99, Gamma: 0.99",1,11,0,1390,99.21540656,10,40,,,
,,,,,,,,,,
Target Class: streamcluster_dropped,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",139,0,115,1,54.90196078,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",139,0,107,9,58.03921569,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",139,0,107,9,58.03921569,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",139,0,107,9,58.03921569,10,40,,,
"Nu: 0.0001, Gamma: 0.005",139,0,107,9,58.03921569,10,40,,,
"Nu: 0.0001, Gamma: 0.05",139,0,104,12,59.21568627,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",139,0,104,12,59.21568627,10,40,,,
"Nu: 0.0001, Gamma: 0.1",137,2,102,14,59.21568627,10,40,,,
"Nu: 0.0001, Gamma: 0.2",136,3,92,24,62.74509804,10,40,,,
"Nu: 0.0001, Gamma: 0.5",136,3,55,61,77.25490196,10,40,,,
"Nu: 0.0001, Gamma: 0.7",136,3,35,81,85.09803922,10,40,,,
"Nu: 0.0001, Gamma: 0.9",136,3,31,85,86.66666667,10,40,,,
"Nu: 0.0001, Gamma: 0.99",136,3,26,90,88.62745098,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",139,0,106,10,58.43137255,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",139,0,106,10,58.43137255,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",139,0,106,10,58.43137255,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",139,0,106,10,58.43137255,10,40,,,
"Nu: 0.0002, Gamma: 0.005",139,0,106,10,58.43137255,10,40,,,
"Nu: 0.0002, Gamma: 0.05",138,1,103,13,59.21568627,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",137,2,103,13,58.82352941,10,40,,,
"Nu: 0.0002, Gamma: 0.1",137,2,102,14,59.21568627,10,40,,,
"Nu: 0.0002, Gamma: 0.2",136,3,88,28,64.31372549,10,40,,,
"Nu: 0.0002, Gamma: 0.5",136,3,54,62,77.64705882,10,40,,,
"Nu: 0.0002, Gamma: 0.7",136,3,35,81,85.09803922,10,40,,,
"Nu: 0.0002, Gamma: 0.9",136,3,30,86,87.05882353,10,40,,,
"Nu: 0.0002, Gamma: 0.99",136,3,26,90,88.62745098,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",139,0,107,9,58.03921569,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",139,0,107,9,58.03921569,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",139,0,106,10,58.43137255,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",139,0,106,10,58.43137255,10,40,,,
"Nu: 0.0003, Gamma: 0.005",139,0,106,10,58.43137255,10,40,,,
"Nu: 0.0003, Gamma: 0.05",137,2,103,13,58.82352941,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",137,2,103,13,58.82352941,10,40,,,
"Nu: 0.0003, Gamma: 0.1",137,2,102,14,59.21568627,10,40,,,
"Nu: 0.0003, Gamma: 0.2",136,3,87,29,64.70588235,10,40,,,
"Nu: 0.0003, Gamma: 0.5",136,3,53,63,78.03921569,10,40,,,
"Nu: 0.0003, Gamma: 0.7",136,3,35,81,85.09803922,10,40,,,
"Nu: 0.0003, Gamma: 0.9",136,3,30,86,87.05882353,10,40,,,
"Nu: 0.0003, Gamma: 0.99",136,3,26,90,88.62745098,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",139,0,106,10,58.43137255,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",139,0,106,10,58.43137255,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",139,0,106,10,58.43137255,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",139,0,107,9,58.03921569,10,40,,,
"Nu: 0.0004, Gamma: 0.005",138,1,103,13,59.21568627,10,40,,,
"Nu: 0.0004, Gamma: 0.05",137,2,103,13,58.82352941,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",137,2,103,13,58.82352941,10,40,,,
"Nu: 0.0004, Gamma: 0.1",137,2,102,14,59.21568627,10,40,,,
"Nu: 0.0004, Gamma: 0.2",136,3,87,29,64.70588235,10,40,,,
"Nu: 0.0004, Gamma: 0.5",136,3,52,64,78.43137255,10,40,,,
"Nu: 0.0004, Gamma: 0.7",136,3,35,81,85.09803922,10,40,,,
"Nu: 0.0004, Gamma: 0.9",136,3,30,86,87.05882353,10,40,,,
"Nu: 0.0004, Gamma: 0.99",136,3,26,90,88.62745098,10,40,,,
"Nu: 0.005, Gamma: 0.0001",135,4,99,17,59.60784314,10,40,,,
"Nu: 0.005, Gamma: 0.0002",135,4,99,17,59.60784314,10,40,,,
"Nu: 0.005, Gamma: 0.0003",135,4,99,17,59.60784314,10,40,,,
"Nu: 0.005, Gamma: 0.0004",135,4,99,17,59.60784314,10,40,,,
"Nu: 0.005, Gamma: 0.005",135,4,99,17,59.60784314,10,40,,,
"Nu: 0.005, Gamma: 0.05",135,4,98,18,60,10,40,,,
"Nu: 0.005, Gamma: 0.0625",135,4,97,19,60.39215686,10,40,,,
"Nu: 0.005, Gamma: 0.1",135,4,96,20,60.78431373,10,40,,,
"Nu: 0.005, Gamma: 0.2",135,4,72,44,70.19607843,10,40,,,
"Nu: 0.005, Gamma: 0.5",136,3,27,89,88.23529412,10,40,,,
"Nu: 0.005, Gamma: 0.7",136,3,18,98,91.76470588,10,40,,,
"Nu: 0.005, Gamma: 0.9",136,3,18,98,91.76470588,10,40,,,
"Nu: 0.005, Gamma: 0.99",136,3,17,99,92.15686275,10,40,,,
"Nu: 0.05, Gamma: 0.0001",128,11,44,72,78.43137255,10,40,,,
"Nu: 0.05, Gamma: 0.0002",128,11,44,72,78.43137255,10,40,,,
"Nu: 0.05, Gamma: 0.0003",128,11,44,72,78.43137255,10,40,,,
"Nu: 0.05, Gamma: 0.0004",128,11,44,72,78.43137255,10,40,,,
"Nu: 0.05, Gamma: 0.005",128,11,44,72,78.43137255,10,40,,,
"Nu: 0.05, Gamma: 0.05",128,11,41,75,79.60784314,10,40,,,
"Nu: 0.05, Gamma: 0.0625",128,11,39,77,80.39215686,10,40,,,
"Nu: 0.05, Gamma: 0.1",128,11,34,82,82.35294118,10,40,,,
"Nu: 0.05, Gamma: 0.2",128,11,25,91,85.88235294,10,40,,,
"Nu: 0.05, Gamma: 0.5",130,9,12,104,91.76470588,10,40,,,
"Nu: 0.05, Gamma: 0.7",131,8,3,113,95.68627451,10,40,,,
"Nu: 0.05, Gamma: 0.9",131,8,1,115,96.47058824,10,40,,,
"Nu: 0.05, Gamma: 0.99",131,8,1,115,96.47058824,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",127,12,36,80,81.17647059,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",127,12,35,81,81.56862745,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",127,12,35,81,81.56862745,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",127,12,36,80,81.17647059,10,40,,,
"Nu: 0.0625, Gamma: 0.005",127,12,35,81,81.56862745,10,40,,,
"Nu: 0.0625, Gamma: 0.05",127,12,31,85,83.1372549,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",127,12,30,86,83.52941176,10,40,,,
"Nu: 0.0625, Gamma: 0.1",127,12,27,89,84.70588235,10,40,,,
"Nu: 0.0625, Gamma: 0.2",127,12,21,95,87.05882353,10,40,,,
"Nu: 0.0625, Gamma: 0.5",128,11,9,107,92.15686275,10,40,,,
"Nu: 0.0625, Gamma: 0.7",128,11,1,115,95.29411765,10,40,,,
"Nu: 0.0625, Gamma: 0.9",129,10,1,115,95.68627451,10,40,,,
"Nu: 0.0625, Gamma: 0.99",129,10,1,115,95.68627451,10,40,,,
"Nu: 0.1, Gamma: 0.0001",123,16,17,99,87.05882353,10,40,,,
"Nu: 0.1, Gamma: 0.0002",123,16,17,99,87.05882353,10,40,,,
"Nu: 0.1, Gamma: 0.0003",123,16,17,99,87.05882353,10,40,,,
"Nu: 0.1, Gamma: 0.0004",123,16,17,99,87.05882353,10,40,,,
"Nu: 0.1, Gamma: 0.005",123,16,17,99,87.05882353,10,40,,,
"Nu: 0.1, Gamma: 0.05",123,16,15,101,87.84313725,10,40,,,
"Nu: 0.1, Gamma: 0.0625",123,16,15,101,87.84313725,10,40,,,
"Nu: 0.1, Gamma: 0.1",123,16,15,101,87.84313725,10,40,,,
"Nu: 0.1, Gamma: 0.2",123,16,12,104,89.01960784,10,40,,,
"Nu: 0.1, Gamma: 0.5",122,17,3,113,92.15686275,10,40,,,
"Nu: 0.1, Gamma: 0.7",122,17,1,115,92.94117647,10,40,,,
"Nu: 0.1, Gamma: 0.9",122,17,1,115,92.94117647,10,40,,,
"Nu: 0.1, Gamma: 0.99",122,17,1,115,92.94117647,10,40,,,
"Nu: 0.2, Gamma: 0.0001",115,24,0,116,90.58823529,10,40,,,
"Nu: 0.2, Gamma: 0.0002",115,24,0,116,90.58823529,10,40,,,
"Nu: 0.2, Gamma: 0.0003",115,24,0,116,90.58823529,10,40,,,
"Nu: 0.2, Gamma: 0.0004",115,24,0,116,90.58823529,10,40,,,
"Nu: 0.2, Gamma: 0.005",115,24,0,116,90.58823529,10,40,,,
"Nu: 0.2, Gamma: 0.05",114,25,0,116,90.19607843,10,40,,,
"Nu: 0.2, Gamma: 0.0625",115,24,0,116,90.58823529,10,40,,,
"Nu: 0.2, Gamma: 0.1",115,24,0,116,90.58823529,10,40,,,
"Nu: 0.2, Gamma: 0.2",116,23,0,116,90.98039216,10,40,,,
"Nu: 0.2, Gamma: 0.5",115,24,0,116,90.58823529,10,40,,,
"Nu: 0.2, Gamma: 0.7",115,24,1,115,90.19607843,10,40,,,
"Nu: 0.2, Gamma: 0.9",117,22,1,115,90.98039216,10,40,,,
"Nu: 0.2, Gamma: 0.99",117,22,1,115,90.98039216,10,40,,,
"Nu: 0.5, Gamma: 0.0001",83,56,0,116,78.03921569,10,40,,,
"Nu: 0.5, Gamma: 0.0002",84,55,0,116,78.43137255,10,40,,,
"Nu: 0.5, Gamma: 0.0003",84,55,0,116,78.43137255,10,40,,,
"Nu: 0.5, Gamma: 0.0004",84,55,0,116,78.43137255,10,40,,,
"Nu: 0.5, Gamma: 0.005",84,55,0,116,78.43137255,10,40,,,
"Nu: 0.5, Gamma: 0.05",83,56,0,116,78.03921569,10,40,,,
"Nu: 0.5, Gamma: 0.0625",83,56,0,116,78.03921569,10,40,,,
"Nu: 0.5, Gamma: 0.1",83,56,0,116,78.03921569,10,40,,,
"Nu: 0.5, Gamma: 0.2",84,55,0,116,78.43137255,10,40,,,
"Nu: 0.5, Gamma: 0.5",85,54,0,116,78.82352941,10,40,,,
"Nu: 0.5, Gamma: 0.7",86,53,0,116,79.21568627,10,40,,,
"Nu: 0.5, Gamma: 0.9",86,53,0,116,79.21568627,10,40,,,
"Nu: 0.5, Gamma: 0.99",86,53,0,116,79.21568627,10,40,,,
"Nu: 0.7, Gamma: 0.0001",54,85,0,116,66.66666667,10,40,,,
"Nu: 0.7, Gamma: 0.0002",54,85,0,116,66.66666667,10,40,,,
"Nu: 0.7, Gamma: 0.0003",54,85,0,116,66.66666667,10,40,,,
"Nu: 0.7, Gamma: 0.0004",54,85,0,116,66.66666667,10,40,,,
"Nu: 0.7, Gamma: 0.005",54,85,0,116,66.66666667,10,40,,,
"Nu: 0.7, Gamma: 0.05",54,85,0,116,66.66666667,10,40,,,
"Nu: 0.7, Gamma: 0.0625",54,85,0,116,66.66666667,10,40,,,
"Nu: 0.7, Gamma: 0.1",53,86,0,116,66.2745098,10,40,,,
"Nu: 0.7, Gamma: 0.2",53,86,0,116,66.2745098,10,40,,,
"Nu: 0.7, Gamma: 0.5",52,87,0,116,65.88235294,10,40,,,
"Nu: 0.7, Gamma: 0.7",52,87,0,116,65.88235294,10,40,,,
"Nu: 0.7, Gamma: 0.9",51,88,0,116,65.49019608,10,40,,,
"Nu: 0.7, Gamma: 0.99",52,87,0,116,65.88235294,10,40,,,
"Nu: 0.9, Gamma: 0.0001",19,120,0,116,52.94117647,10,40,,,
"Nu: 0.9, Gamma: 0.0002",19,120,0,116,52.94117647,10,40,,,
"Nu: 0.9, Gamma: 0.0003",19,120,0,116,52.94117647,10,40,,,
