Features: 16,,,,,,,,,,
Target Class: streamcluster,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,99.79296066,475
"Nu: 0.99, Gamma: 0.05",0,96,0,116,54.71698113,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,96,0,116,54.71698113,0,40,,,
"Nu: 0.99, Gamma: 0.1",0,96,0,116,54.71698113,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,96,0,116,54.71698113,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,96,0,116,54.71698113,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,96,0,116,54.71698113,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,96,0,116,54.71698113,0,40,,,
"Nu: 0.99, Gamma: 0.99",0,96,0,116,54.71698113,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: streamcluster,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.0001, Gamma: 0.005",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.0001, Gamma: 0.05",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.0001, Gamma: 0.1",12,0,951,3,1.552795031,10,40,,,
"Nu: 0.0001, Gamma: 0.2",12,0,949,5,1.759834369,10,40,,,
"Nu: 0.0001, Gamma: 0.5",12,0,514,440,46.79089027,10,40,,,
"Nu: 0.0001, Gamma: 0.7",12,0,478,476,50.51759834,10,40,,,
"Nu: 0.0001, Gamma: 0.9",12,0,415,539,57.03933747,10,40,,,
"Nu: 0.0001, Gamma: 0.99",12,0,398,556,58.79917184,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",12,0,951,3,1.552795031,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",12,0,951,3,1.552795031,10,40,,,
"Nu: 0.0002, Gamma: 0.005",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.0002, Gamma: 0.05",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",12,0,951,3,1.552795031,10,40,,,
"Nu: 0.0002, Gamma: 0.1",12,0,951,3,1.552795031,10,40,,,
"Nu: 0.0002, Gamma: 0.2",12,0,952,2,1.449275362,10,40,,,
"Nu: 0.0002, Gamma: 0.5",12,0,522,432,45.96273292,10,40,,,
"Nu: 0.0002, Gamma: 0.7",12,0,475,479,50.82815735,10,40,,,
"Nu: 0.0002, Gamma: 0.9",12,0,421,533,56.41821946,10,40,,,
"Nu: 0.0002, Gamma: 0.99",12,0,395,559,59.10973085,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",9,3,22,932,97.41200828,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.0003, Gamma: 0.005",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.0003, Gamma: 0.05",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.0003, Gamma: 0.1",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.0003, Gamma: 0.2",12,0,952,2,1.449275362,10,40,,,
"Nu: 0.0003, Gamma: 0.5",12,0,529,425,45.23809524,10,40,,,
"Nu: 0.0003, Gamma: 0.7",12,0,477,477,50.62111801,10,40,,,
"Nu: 0.0003, Gamma: 0.9",12,0,420,534,56.52173913,10,40,,,
"Nu: 0.0003, Gamma: 0.99",12,0,405,549,58.07453416,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",6,6,0,954,99.37888199,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",12,0,951,3,1.552795031,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",12,0,951,3,1.552795031,10,40,,,
"Nu: 0.0004, Gamma: 0.005",12,0,951,3,1.552795031,10,40,,,
"Nu: 0.0004, Gamma: 0.05",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",12,0,951,3,1.552795031,10,40,,,
"Nu: 0.0004, Gamma: 0.1",12,0,951,3,1.552795031,10,40,,,
"Nu: 0.0004, Gamma: 0.2",12,0,952,2,1.449275362,10,40,,,
"Nu: 0.0004, Gamma: 0.5",12,0,526,428,45.54865424,10,40,,,
"Nu: 0.0004, Gamma: 0.7",12,0,469,485,51.44927536,10,40,,,
"Nu: 0.0004, Gamma: 0.9",12,0,423,531,56.21118012,10,40,,,
"Nu: 0.0004, Gamma: 0.99",12,0,401,553,58.48861284,10,40,,,
"Nu: 0.005, Gamma: 0.0001",12,0,951,3,1.552795031,10,40,,,
"Nu: 0.005, Gamma: 0.0002",12,0,951,3,1.552795031,10,40,,,
"Nu: 0.005, Gamma: 0.0003",12,0,951,3,1.552795031,10,40,,,
"Nu: 0.005, Gamma: 0.0004",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.005, Gamma: 0.005",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.005, Gamma: 0.05",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.005, Gamma: 0.0625",12,0,954,0,1.242236025,10,40,,,
"Nu: 0.005, Gamma: 0.1",12,0,953,1,1.345755694,10,40,,,
"Nu: 0.005, Gamma: 0.2",12,0,949,5,1.759834369,10,40,,,
"Nu: 0.005, Gamma: 0.5",12,0,480,474,50.31055901,10,40,,,
"Nu: 0.005, Gamma: 0.7",12,0,433,521,55.17598344,10,40,,,
"Nu: 0.005, Gamma: 0.9",12,0,404,550,58.17805383,10,40,,,
"Nu: 0.005, Gamma: 0.99",12,0,382,572,60.45548654,10,40,,,
"Nu: 0.05, Gamma: 0.0001",12,0,942,12,2.48447205,10,40,,,
"Nu: 0.05, Gamma: 0.0002",12,0,942,12,2.48447205,10,40,,,
"Nu: 0.05, Gamma: 0.0003",12,0,942,12,2.48447205,10,40,,,
"Nu: 0.05, Gamma: 0.0004",12,0,942,12,2.48447205,10,40,,,
"Nu: 0.05, Gamma: 0.005",12,0,942,12,2.48447205,10,40,,,
"Nu: 0.05, Gamma: 0.05",12,0,942,12,2.48447205,10,40,,,
"Nu: 0.05, Gamma: 0.0625",12,0,942,12,2.48447205,10,40,,,
"Nu: 0.05, Gamma: 0.1",12,0,941,13,2.587991718,10,40,,,
"Nu: 0.05, Gamma: 0.2",12,0,919,35,4.865424431,10,40,,,
"Nu: 0.05, Gamma: 0.5",12,0,315,639,67.39130435,10,40,,,
"Nu: 0.05, Gamma: 0.7",12,0,229,725,76.29399586,10,40,,,
"Nu: 0.05, Gamma: 0.9",12,0,166,788,82.81573499,10,40,,,
"Nu: 0.05, Gamma: 0.99",12,0,158,796,83.64389234,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",12,0,936,18,3.105590062,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",12,0,936,18,3.105590062,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",12,0,936,18,3.105590062,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",12,0,936,18,3.105590062,10,40,,,
"Nu: 0.0625, Gamma: 0.005",12,0,936,18,3.105590062,10,40,,,
"Nu: 0.0625, Gamma: 0.05",12,0,936,18,3.105590062,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",12,0,936,18,3.105590062,10,40,,,
"Nu: 0.0625, Gamma: 0.1",12,0,940,14,2.691511387,10,40,,,
"Nu: 0.0625, Gamma: 0.2",12,0,919,35,4.865424431,10,40,,,
"Nu: 0.0625, Gamma: 0.5",12,0,265,689,72.56728778,10,40,,,
"Nu: 0.0625, Gamma: 0.7",12,0,180,774,81.36645963,10,40,,,
"Nu: 0.0625, Gamma: 0.9",12,0,149,805,84.57556936,10,40,,,
"Nu: 0.0625, Gamma: 0.99",12,0,138,816,85.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0001",12,0,917,37,5.072463768,10,40,,,
"Nu: 0.1, Gamma: 0.0002",12,0,917,37,5.072463768,10,40,,,
"Nu: 0.1, Gamma: 0.0003",12,0,917,37,5.072463768,10,40,,,
"Nu: 0.1, Gamma: 0.0004",12,0,917,37,5.072463768,10,40,,,
"Nu: 0.1, Gamma: 0.005",12,0,917,37,5.072463768,10,40,,,
"Nu: 0.1, Gamma: 0.05",12,0,917,37,5.072463768,10,40,,,
"Nu: 0.1, Gamma: 0.0625",12,0,917,37,5.072463768,10,40,,,
"Nu: 0.1, Gamma: 0.1",12,0,917,37,5.072463768,10,40,,,
"Nu: 0.1, Gamma: 0.2",12,0,886,68,8.281573499,10,40,,,
"Nu: 0.1, Gamma: 0.5",12,0,198,756,79.50310559,10,40,,,
"Nu: 0.1, Gamma: 0.7",12,0,114,840,88.19875776,10,40,,,
"Nu: 0.1, Gamma: 0.9",12,0,88,866,90.89026915,10,40,,,
"Nu: 0.1, Gamma: 0.99",12,0,73,881,92.44306418,10,40,,,
"Nu: 0.2, Gamma: 0.0001",11,1,895,59,7.246376812,10,40,,,
"Nu: 0.2, Gamma: 0.0002",11,1,895,59,7.246376812,10,40,,,
"Nu: 0.2, Gamma: 0.0003",11,1,895,59,7.246376812,10,40,,,
"Nu: 0.2, Gamma: 0.0004",11,1,895,59,7.246376812,10,40,,,
"Nu: 0.2, Gamma: 0.005",11,1,895,59,7.246376812,10,40,,,
"Nu: 0.2, Gamma: 0.05",11,1,891,63,7.660455487,10,40,,,
"Nu: 0.2, Gamma: 0.0625",11,1,890,64,7.763975155,10,40,,,
"Nu: 0.2, Gamma: 0.1",11,1,887,67,8.074534161,10,40,,,
"Nu: 0.2, Gamma: 0.2",11,1,857,97,11.18012422,10,40,,,
"Nu: 0.2, Gamma: 0.5",11,1,93,861,90.26915114,10,40,,,
"Nu: 0.2, Gamma: 0.7",12,0,17,937,98.24016563,10,40,,,
"Nu: 0.2, Gamma: 0.9",12,0,6,948,99.37888199,10,40,,,
"Nu: 0.2, Gamma: 0.99",12,0,10,944,98.96480331,10,40,,,
"Nu: 0.5, Gamma: 0.0001",9,3,159,795,83.22981366,10,40,,,
"Nu: 0.5, Gamma: 0.0002",9,3,159,795,83.22981366,10,40,,,
"Nu: 0.5, Gamma: 0.0003",9,3,159,795,83.22981366,10,40,,,
"Nu: 0.5, Gamma: 0.0004",9,3,159,795,83.22981366,10,40,,,
"Nu: 0.5, Gamma: 0.005",9,3,157,797,83.436853,10,40,,,
"Nu: 0.5, Gamma: 0.05",9,3,122,832,87.06004141,10,40,,,
"Nu: 0.5, Gamma: 0.0625",9,3,114,840,87.88819876,10,40,,,
"Nu: 0.5, Gamma: 0.1",9,3,95,859,89.85507246,10,40,,,
"Nu: 0.5, Gamma: 0.2",9,3,43,911,95.23809524,10,40,,,
"Nu: 0.5, Gamma: 0.5",8,4,0,954,99.58592133,10,40,,,
"Nu: 0.5, Gamma: 0.7",9,3,0,954,99.68944099,10,40,,,
"Nu: 0.5, Gamma: 0.9",9,3,0,954,99.68944099,10,40,,,
"Nu: 0.5, Gamma: 0.99",10,2,0,954,99.79296066,10,40,,,
"Nu: 0.7, Gamma: 0.0001",6,6,0,954,99.37888199,10,40,,,
"Nu: 0.7, Gamma: 0.0002",6,6,0,954,99.37888199,10,40,,,
"Nu: 0.7, Gamma: 0.0003",6,6,0,954,99.37888199,10,40,,,
"Nu: 0.7, Gamma: 0.0004",6,6,0,954,99.37888199,10,40,,,
"Nu: 0.7, Gamma: 0.005",6,6,0,954,99.37888199,10,40,,,
"Nu: 0.7, Gamma: 0.05",6,6,0,954,99.37888199,10,40,,,
"Nu: 0.7, Gamma: 0.0625",6,6,0,954,99.37888199,10,40,,,
"Nu: 0.7, Gamma: 0.1",7,5,0,954,99.48240166,10,40,,,
"Nu: 0.7, Gamma: 0.2",7,5,0,954,99.48240166,10,40,,,
"Nu: 0.7, Gamma: 0.5",6,6,0,954,99.37888199,10,40,,,
"Nu: 0.7, Gamma: 0.7",6,6,0,954,99.37888199,10,40,,,
"Nu: 0.7, Gamma: 0.9",7,5,0,954,99.48240166,10,40,,,
"Nu: 0.7, Gamma: 0.99",7,5,0,954,99.48240166,10,40,,,
"Nu: 0.9, Gamma: 0.0001",2,10,0,954,98.96480331,10,40,,,
"Nu: 0.9, Gamma: 0.0002",2,10,0,954,98.96480331,10,40,,,
"Nu: 0.9, Gamma: 0.0003",2,10,0,954,98.96480331,10,40,,,
"Nu: 0.9, Gamma: 0.0004",2,10,0,954,98.96480331,10,40,,,
"Nu: 0.9, Gamma: 0.005",2,10,0,954,98.96480331,10,40,,,
"Nu: 0.9, Gamma: 0.05",2,10,0,954,98.96480331,10,40,,,
"Nu: 0.9, Gamma: 0.0625",2,10,0,954,98.96480331,10,40,,,
"Nu: 0.9, Gamma: 0.1",2,10,0,954,98.96480331,10,40,,,
"Nu: 0.9, Gamma: 0.2",2,10,0,954,98.96480331,10,40,,,
"Nu: 0.9, Gamma: 0.5",2,10,0,954,98.96480331,10,40,,,
"Nu: 0.9, Gamma: 0.7",2,10,0,954,98.96480331,10,40,,,
"Nu: 0.9, Gamma: 0.9",2,10,0,954,98.96480331,10,40,,,
"Nu: 0.9, Gamma: 0.99",2,10,0,954,98.96480331,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,12,0,954,98.75776398,10,40,,,
"Nu: 0.99, Gamma: 0.9",1,11,0,954,98.86128364,10,40,,,
"Nu: 0.99, Gamma: 0.99",1,11,0,954,98.86128364,10,40,,,
,,,,,,,,,,
Target Class: streamcluster_dropcore,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0001, Gamma: 0.005",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0001, Gamma: 0.05",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",95,1,111,5,47.16981132,10,40,,,
"Nu: 0.0001, Gamma: 0.1",95,1,110,6,47.64150943,10,40,,,
"Nu: 0.0001, Gamma: 0.2",95,1,107,9,49.05660377,10,40,,,
"Nu: 0.0001, Gamma: 0.5",95,1,96,20,54.24528302,10,40,,,
"Nu: 0.0001, Gamma: 0.7",94,2,78,38,62.26415094,10,40,,,
"Nu: 0.0001, Gamma: 0.9",94,2,64,52,68.86792453,10,40,,,
"Nu: 0.0001, Gamma: 0.99",94,2,61,55,70.28301887,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",96,0,114,2,46.22641509,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",95,1,111,5,47.16981132,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",95,1,111,5,47.16981132,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",95,1,111,5,47.16981132,10,40,,,
"Nu: 0.0002, Gamma: 0.005",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0002, Gamma: 0.05",95,1,111,5,47.16981132,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",95,1,111,5,47.16981132,10,40,,,
"Nu: 0.0002, Gamma: 0.1",95,1,109,7,48.11320755,10,40,,,
"Nu: 0.0002, Gamma: 0.2",95,1,108,8,48.58490566,10,40,,,
"Nu: 0.0002, Gamma: 0.5",95,1,96,20,54.24528302,10,40,,,
"Nu: 0.0002, Gamma: 0.7",94,2,79,37,61.79245283,10,40,,,
"Nu: 0.0002, Gamma: 0.9",94,2,64,52,68.86792453,10,40,,,
"Nu: 0.0002, Gamma: 0.99",94,2,61,55,70.28301887,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",95,1,111,5,47.16981132,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",95,1,111,5,47.16981132,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0003, Gamma: 0.005",95,1,111,5,47.16981132,10,40,,,
"Nu: 0.0003, Gamma: 0.05",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",95,1,111,5,47.16981132,10,40,,,
"Nu: 0.0003, Gamma: 0.1",95,1,109,7,48.11320755,10,40,,,
"Nu: 0.0003, Gamma: 0.2",95,1,107,9,49.05660377,10,40,,,
"Nu: 0.0003, Gamma: 0.5",95,1,95,21,54.71698113,10,40,,,
"Nu: 0.0003, Gamma: 0.7",94,2,78,38,62.26415094,10,40,,,
"Nu: 0.0003, Gamma: 0.9",94,2,64,52,68.86792453,10,40,,,
"Nu: 0.0003, Gamma: 0.99",94,2,60,56,70.75471698,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0004, Gamma: 0.005",95,1,112,4,46.69811321,10,40,,,
"Nu: 0.0004, Gamma: 0.05",95,1,111,5,47.16981132,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",95,1,109,7,48.11320755,10,40,,,
"Nu: 0.0004, Gamma: 0.1",95,1,106,10,49.52830189,10,40,,,
"Nu: 0.0004, Gamma: 0.2",95,1,107,9,49.05660377,10,40,,,
"Nu: 0.0004, Gamma: 0.5",95,1,96,20,54.24528302,10,40,,,
"Nu: 0.0004, Gamma: 0.7",94,2,79,37,61.79245283,10,40,,,
"Nu: 0.0004, Gamma: 0.9",94,2,64,52,68.86792453,10,40,,,
"Nu: 0.0004, Gamma: 0.99",94,2,61,55,70.28301887,10,40,,,
"Nu: 0.005, Gamma: 0.0001",95,1,106,10,49.52830189,10,40,,,
"Nu: 0.005, Gamma: 0.0002",95,1,106,10,49.52830189,10,40,,,
"Nu: 0.005, Gamma: 0.0003",95,1,106,10,49.52830189,10,40,,,
"Nu: 0.005, Gamma: 0.0004",95,1,106,10,49.52830189,10,40,,,
"Nu: 0.005, Gamma: 0.005",95,1,106,10,49.52830189,10,40,,,
"Nu: 0.005, Gamma: 0.05",95,1,104,12,50.47169811,10,40,,,
"Nu: 0.005, Gamma: 0.0625",95,1,104,12,50.47169811,10,40,,,
"Nu: 0.005, Gamma: 0.1",95,1,102,14,51.41509434,10,40,,,
"Nu: 0.005, Gamma: 0.2",95,1,101,15,51.88679245,10,40,,,
"Nu: 0.005, Gamma: 0.5",94,2,66,50,67.9245283,10,40,,,
"Nu: 0.005, Gamma: 0.7",94,2,51,65,75,10,40,,,
"Nu: 0.005, Gamma: 0.9",93,3,37,79,81.13207547,10,40,,,
"Nu: 0.005, Gamma: 0.99",93,3,32,84,83.49056604,10,40,,,
"Nu: 0.05, Gamma: 0.0001",91,5,75,41,62.26415094,10,40,,,
"Nu: 0.05, Gamma: 0.0002",91,5,75,41,62.26415094,10,40,,,
"Nu: 0.05, Gamma: 0.0003",91,5,75,41,62.26415094,10,40,,,
"Nu: 0.05, Gamma: 0.0004",91,5,75,41,62.26415094,10,40,,,
"Nu: 0.05, Gamma: 0.005",91,5,75,41,62.26415094,10,40,,,
"Nu: 0.05, Gamma: 0.05",91,5,74,42,62.73584906,10,40,,,
"Nu: 0.05, Gamma: 0.0625",91,5,74,42,62.73584906,10,40,,,
"Nu: 0.05, Gamma: 0.1",91,5,70,46,64.62264151,10,40,,,
"Nu: 0.05, Gamma: 0.2",91,5,58,58,70.28301887,10,40,,,
"Nu: 0.05, Gamma: 0.5",90,6,12,104,91.50943396,10,40,,,
"Nu: 0.05, Gamma: 0.7",90,6,4,112,95.28301887,10,40,,,
"Nu: 0.05, Gamma: 0.9",90,6,1,115,96.69811321,10,40,,,
"Nu: 0.05, Gamma: 0.99",90,6,1,115,96.69811321,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",90,6,71,45,63.67924528,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",90,6,71,45,63.67924528,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",90,6,71,45,63.67924528,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",90,6,71,45,63.67924528,10,40,,,
"Nu: 0.0625, Gamma: 0.005",90,6,71,45,63.67924528,10,40,,,
"Nu: 0.0625, Gamma: 0.05",90,6,70,46,64.1509434,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",90,6,69,47,64.62264151,10,40,,,
"Nu: 0.0625, Gamma: 0.1",90,6,68,48,65.09433962,10,40,,,
"Nu: 0.0625, Gamma: 0.2",91,5,55,61,71.69811321,10,40,,,
"Nu: 0.0625, Gamma: 0.5",90,6,13,103,91.03773585,10,40,,,
"Nu: 0.0625, Gamma: 0.7",89,7,5,111,94.33962264,10,40,,,
"Nu: 0.0625, Gamma: 0.9",89,7,1,115,96.22641509,10,40,,,
"Nu: 0.0625, Gamma: 0.99",89,7,1,115,96.22641509,10,40,,,
"Nu: 0.1, Gamma: 0.0001",85,11,47,69,72.64150943,10,40,,,
"Nu: 0.1, Gamma: 0.0002",85,11,47,69,72.64150943,10,40,,,
"Nu: 0.1, Gamma: 0.0003",85,11,47,69,72.64150943,10,40,,,
"Nu: 0.1, Gamma: 0.0004",85,11,47,69,72.64150943,10,40,,,
"Nu: 0.1, Gamma: 0.005",85,11,47,69,72.64150943,10,40,,,
"Nu: 0.1, Gamma: 0.05",85,11,46,70,73.11320755,10,40,,,
"Nu: 0.1, Gamma: 0.0625",85,11,45,71,73.58490566,10,40,,,
"Nu: 0.1, Gamma: 0.1",85,11,38,78,76.88679245,10,40,,,
"Nu: 0.1, Gamma: 0.2",85,11,25,91,83.01886792,10,40,,,
"Nu: 0.1, Gamma: 0.5",86,10,6,110,92.45283019,10,40,,,
"Nu: 0.1, Gamma: 0.7",87,9,2,114,94.81132075,10,40,,,
"Nu: 0.1, Gamma: 0.9",88,8,0,116,96.22641509,10,40,,,
"Nu: 0.1, Gamma: 0.99",88,8,1,115,95.75471698,10,40,,,
"Nu: 0.2, Gamma: 0.0001",79,17,0,116,91.98113208,10,40,,,
"Nu: 0.2, Gamma: 0.0002",79,17,0,116,91.98113208,10,40,,,
"Nu: 0.2, Gamma: 0.0003",79,17,0,116,91.98113208,10,40,,,
"Nu: 0.2, Gamma: 0.0004",79,17,0,116,91.98113208,10,40,,,
"Nu: 0.2, Gamma: 0.005",79,17,0,116,91.98113208,10,40,,,
"Nu: 0.2, Gamma: 0.05",79,17,0,116,91.98113208,10,40,,,
"Nu: 0.2, Gamma: 0.0625",79,17,0,116,91.98113208,10,40,,,
"Nu: 0.2, Gamma: 0.1",79,17,0,116,91.98113208,10,40,,,
"Nu: 0.2, Gamma: 0.2",79,17,0,116,91.98113208,10,40,,,
"Nu: 0.2, Gamma: 0.5",81,15,0,116,92.9245283,10,40,,,
"Nu: 0.2, Gamma: 0.7",81,15,0,116,92.9245283,10,40,,,
"Nu: 0.2, Gamma: 0.9",83,13,0,116,93.86792453,10,40,,,
"Nu: 0.2, Gamma: 0.99",83,13,0,116,93.86792453,10,40,,,
"Nu: 0.5, Gamma: 0.0001",60,36,0,116,83.01886792,10,40,,,
"Nu: 0.5, Gamma: 0.0002",60,36,0,116,83.01886792,10,40,,,
"Nu: 0.5, Gamma: 0.0003",60,36,0,116,83.01886792,10,40,,,
"Nu: 0.5, Gamma: 0.0004",60,36,0,116,83.01886792,10,40,,,
"Nu: 0.5, Gamma: 0.005",60,36,0,116,83.01886792,10,40,,,
"Nu: 0.5, Gamma: 0.05",61,35,0,116,83.49056604,10,40,,,
"Nu: 0.5, Gamma: 0.0625",61,35,0,116,83.49056604,10,40,,,
"Nu: 0.5, Gamma: 0.1",60,36,0,116,83.01886792,10,40,,,
"Nu: 0.5, Gamma: 0.2",60,36,0,116,83.01886792,10,40,,,
"Nu: 0.5, Gamma: 0.5",60,36,0,116,83.01886792,10,40,,,
"Nu: 0.5, Gamma: 0.7",60,36,0,116,83.01886792,10,40,,,
"Nu: 0.5, Gamma: 0.9",60,36,0,116,83.01886792,10,40,,,
"Nu: 0.5, Gamma: 0.99",60,36,0,116,83.01886792,10,40,,,
"Nu: 0.7, Gamma: 0.0001",42,54,0,116,74.52830189,10,40,,,
"Nu: 0.7, Gamma: 0.0002",42,54,0,116,74.52830189,10,40,,,
"Nu: 0.7, Gamma: 0.0003",42,54,0,116,74.52830189,10,40,,,
"Nu: 0.7, Gamma: 0.0004",42,54,0,116,74.52830189,10,40,,,
"Nu: 0.7, Gamma: 0.005",42,54,0,116,74.52830189,10,40,,,
"Nu: 0.7, Gamma: 0.05",42,54,0,116,74.52830189,10,40,,,
"Nu: 0.7, Gamma: 0.0625",42,54,0,116,74.52830189,10,40,,,
"Nu: 0.7, Gamma: 0.1",43,53,0,116,75,10,40,,,
"Nu: 0.7, Gamma: 0.2",42,54,0,116,74.52830189,10,40,,,
"Nu: 0.7, Gamma: 0.5",42,54,0,116,74.52830189,10,40,,,
"Nu: 0.7, Gamma: 0.7",41,55,0,116,74.05660377,10,40,,,
"Nu: 0.7, Gamma: 0.9",42,54,0,116,74.52830189,10,40,,,
"Nu: 0.7, Gamma: 0.99",42,54,0,116,74.52830189,10,40,,,
"Nu: 0.9, Gamma: 0.0001",16,80,0,116,62.26415094,10,40,,,
"Nu: 0.9, Gamma: 0.0002",16,80,0,116,62.26415094,10,40,,,
"Nu: 0.9, Gamma: 0.0003",16,80,0,116,62.26415094,10,40,,,
"Nu: 0.9, Gamma: 0.0004",16,80,0,116,62.26415094,10,40,,,
"Nu: 0.9, Gamma: 0.005",16,80,0,116,62.26415094,10,40,,,
"Nu: 0.9, Gamma: 0.05",16,80,0,116,62.26415094,10,40,,,
"Nu: 0.9, Gamma: 0.0625",16,80,0,116,62.26415094,10,40,,,
"Nu: 0.9, Gamma: 0.1",17,79,0,116,62.73584906,10,40,,,
"Nu: 0.9, Gamma: 0.2",17,79,0,116,62.73584906,10,40,,,
"Nu: 0.9, Gamma: 0.5",17,79,0,116,62.73584906,10,40,,,
