Features: 16,,,,,,,,,,
Target Class: facesim,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,99.92614476,91
"Nu: 0.9, Gamma: 0.005",10,124,8,222,63.73626374,10,40,,,
"Nu: 0.9, Gamma: 0.05",11,123,7,223,64.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.0625",12,122,7,223,64.56043956,10,40,,,
"Nu: 0.9, Gamma: 0.1",11,123,7,223,64.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.2",12,122,0,230,66.48351648,10,40,,,
"Nu: 0.9, Gamma: 0.5",17,117,133,97,31.31868132,10,40,,,
"Nu: 0.9, Gamma: 0.7",19,115,135,95,31.31868132,10,40,,,
"Nu: 0.9, Gamma: 0.9",17,117,134,96,31.04395604,10,40,,,
"Nu: 0.9, Gamma: 0.99",16,118,134,96,30.76923077,10,40,,,
"Nu: 0.99, Gamma: 0.0001",1,133,0,230,63.46153846,10,40,,,
"Nu: 0.99, Gamma: 0.0002",1,133,0,230,63.46153846,10,40,,,
"Nu: 0.99, Gamma: 0.0003",1,133,0,230,63.46153846,10,40,,,
"Nu: 0.99, Gamma: 0.0004",1,133,0,230,63.46153846,10,40,,,
"Nu: 0.99, Gamma: 0.005",1,133,0,230,63.46153846,10,40,,,
"Nu: 0.99, Gamma: 0.05",1,133,0,230,63.46153846,10,40,,,
"Nu: 0.99, Gamma: 0.0625",1,133,0,230,63.46153846,10,40,,,
"Nu: 0.99, Gamma: 0.1",1,133,0,230,63.46153846,10,40,,,
"Nu: 0.99, Gamma: 0.2",3,131,0,230,64.01098901,10,40,,,
"Nu: 0.99, Gamma: 0.5",1,133,0,230,63.46153846,10,40,,,
"Nu: 0.99, Gamma: 0.7",2,132,0,230,63.73626374,10,40,,,
"Nu: 0.99, Gamma: 0.9",3,131,0,230,64.01098901,10,40,,,
"Nu: 0.99, Gamma: 0.99",3,131,0,230,64.01098901,10,40,,,
