Features: 16,,,,,,,,,,
Target Class: facesim,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,99.92657856,104
"Nu: 0.99, Gamma: 0.0003",2,132,0,230,63.73626374,0,40,,,
"Nu: 0.99, Gamma: 0.0004",2,132,0,230,63.73626374,0,40,,,
"Nu: 0.99, Gamma: 0.005",2,132,0,230,63.73626374,0,40,,,
"Nu: 0.99, Gamma: 0.05",2,132,0,230,63.73626374,0,40,,,
"Nu: 0.99, Gamma: 0.0625",2,132,0,230,63.73626374,0,40,,,
"Nu: 0.99, Gamma: 0.1",2,132,0,230,63.73626374,0,40,,,
"Nu: 0.99, Gamma: 0.2",2,132,0,230,63.73626374,0,40,,,
"Nu: 0.99, Gamma: 0.5",3,131,0,230,64.01098901,0,40,,,
"Nu: 0.99, Gamma: 0.7",2,132,0,230,63.73626374,0,40,,,
"Nu: 0.99, Gamma: 0.9",3,131,0,230,64.01098901,0,40,,,
"Nu: 0.99, Gamma: 0.99",2,132,0,230,63.73626374,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: facesim,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",20,3,991,348,27.01908957,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",20,3,991,348,27.01908957,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",20,3,991,348,27.01908957,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",20,3,991,348,27.01908957,10,40,,,
"Nu: 0.0001, Gamma: 0.005",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0001, Gamma: 0.05",23,0,1327,12,2.569750367,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0001, Gamma: 0.1",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0001, Gamma: 0.2",23,0,1325,14,2.716593245,10,40,,,
"Nu: 0.0001, Gamma: 0.5",23,0,1323,16,2.863436123,10,40,,,
"Nu: 0.0001, Gamma: 0.7",23,0,1005,334,26.21145374,10,40,,,
"Nu: 0.0001, Gamma: 0.9",23,0,866,473,36.41703377,10,40,,,
"Nu: 0.0001, Gamma: 0.99",23,0,856,483,37.15124816,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",23,0,1339,0,1.688693098,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",23,0,1339,0,1.688693098,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",20,3,990,349,27.09251101,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",20,3,990,349,27.09251101,10,40,,,
"Nu: 0.0002, Gamma: 0.005",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0002, Gamma: 0.05",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0002, Gamma: 0.1",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0002, Gamma: 0.2",23,0,1325,14,2.716593245,10,40,,,
"Nu: 0.0002, Gamma: 0.5",23,0,1324,15,2.790014684,10,40,,,
"Nu: 0.0002, Gamma: 0.7",23,0,1007,332,26.06461087,10,40,,,
"Nu: 0.0002, Gamma: 0.9",23,0,864,475,36.56387665,10,40,,,
"Nu: 0.0002, Gamma: 0.99",23,0,857,482,37.07782673,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",15,8,642,697,52.27606461,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",15,8,911,428,32.5256975,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",23,0,1228,111,9.838472834,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",23,0,1322,17,2.936857562,10,40,,,
"Nu: 0.0003, Gamma: 0.005",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0003, Gamma: 0.05",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0003, Gamma: 0.1",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0003, Gamma: 0.2",23,0,1325,14,2.716593245,10,40,,,
"Nu: 0.0003, Gamma: 0.5",23,0,1325,14,2.716593245,10,40,,,
"Nu: 0.0003, Gamma: 0.7",23,0,1004,335,26.28487518,10,40,,,
"Nu: 0.0003, Gamma: 0.9",23,0,866,473,36.41703377,10,40,,,
"Nu: 0.0003, Gamma: 0.99",23,0,856,483,37.15124816,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",20,3,991,348,27.01908957,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",23,0,1230,109,9.691629956,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",23,0,1285,54,5.653450808,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",23,0,1285,54,5.653450808,10,40,,,
"Nu: 0.0004, Gamma: 0.005",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0004, Gamma: 0.05",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0004, Gamma: 0.1",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.0004, Gamma: 0.2",23,0,1325,14,2.716593245,10,40,,,
"Nu: 0.0004, Gamma: 0.5",23,0,1325,14,2.716593245,10,40,,,
"Nu: 0.0004, Gamma: 0.7",23,0,1004,335,26.28487518,10,40,,,
"Nu: 0.0004, Gamma: 0.9",23,0,864,475,36.56387665,10,40,,,
"Nu: 0.0004, Gamma: 0.99",23,0,860,479,36.85756241,10,40,,,
"Nu: 0.005, Gamma: 0.0001",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.005, Gamma: 0.0002",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.005, Gamma: 0.0003",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.005, Gamma: 0.0004",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.005, Gamma: 0.005",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.005, Gamma: 0.05",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.005, Gamma: 0.0625",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.005, Gamma: 0.1",23,0,1326,13,2.643171806,10,40,,,
"Nu: 0.005, Gamma: 0.2",23,0,1325,14,2.716593245,10,40,,,
"Nu: 0.005, Gamma: 0.5",23,0,1325,14,2.716593245,10,40,,,
"Nu: 0.005, Gamma: 0.7",23,0,1001,338,26.5051395,10,40,,,
"Nu: 0.005, Gamma: 0.9",23,0,862,477,36.71071953,10,40,,,
"Nu: 0.005, Gamma: 0.99",23,0,858,481,37.00440529,10,40,,,
"Nu: 0.05, Gamma: 0.0001",22,1,676,663,50.29368576,10,40,,,
"Nu: 0.05, Gamma: 0.0002",22,1,676,663,50.29368576,10,40,,,
"Nu: 0.05, Gamma: 0.0003",22,1,676,663,50.29368576,10,40,,,
"Nu: 0.05, Gamma: 0.0004",22,1,675,664,50.3671072,10,40,,,
"Nu: 0.05, Gamma: 0.005",22,1,673,666,50.51395007,10,40,,,
"Nu: 0.05, Gamma: 0.05",22,1,672,667,50.58737151,10,40,,,
"Nu: 0.05, Gamma: 0.0625",22,1,671,668,50.66079295,10,40,,,
"Nu: 0.05, Gamma: 0.1",22,1,672,667,50.58737151,10,40,,,
"Nu: 0.05, Gamma: 0.2",22,1,677,662,50.22026432,10,40,,,
"Nu: 0.05, Gamma: 0.5",23,0,690,649,49.33920705,10,40,,,
"Nu: 0.05, Gamma: 0.7",23,0,86,1253,93.68575624,10,40,,,
"Nu: 0.05, Gamma: 0.9",23,0,201,1138,85.24229075,10,40,,,
"Nu: 0.05, Gamma: 0.99",23,0,251,1088,81.5712188,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",22,1,645,694,52.56975037,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",22,1,645,694,52.56975037,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",22,1,645,694,52.56975037,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",22,1,645,694,52.56975037,10,40,,,
"Nu: 0.0625, Gamma: 0.005",22,1,645,694,52.56975037,10,40,,,
"Nu: 0.0625, Gamma: 0.05",22,1,654,685,51.90895742,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",22,1,654,685,51.90895742,10,40,,,
"Nu: 0.0625, Gamma: 0.1",22,1,659,680,51.54185022,10,40,,,
"Nu: 0.0625, Gamma: 0.2",22,1,659,680,51.54185022,10,40,,,
"Nu: 0.0625, Gamma: 0.5",22,1,643,696,52.71659325,10,40,,,
"Nu: 0.0625, Gamma: 0.7",22,1,57,1282,95.74155653,10,40,,,
"Nu: 0.0625, Gamma: 0.9",23,0,60,1279,95.59471366,10,40,,,
"Nu: 0.0625, Gamma: 0.99",23,0,58,1281,95.74155653,10,40,,,
"Nu: 0.1, Gamma: 0.0001",21,2,613,726,54.84581498,10,40,,,
"Nu: 0.1, Gamma: 0.0002",21,2,613,726,54.84581498,10,40,,,
"Nu: 0.1, Gamma: 0.0003",21,2,613,726,54.84581498,10,40,,,
"Nu: 0.1, Gamma: 0.0004",21,2,613,726,54.84581498,10,40,,,
"Nu: 0.1, Gamma: 0.005",21,2,613,726,54.84581498,10,40,,,
"Nu: 0.1, Gamma: 0.05",21,2,610,729,55.0660793,10,40,,,
"Nu: 0.1, Gamma: 0.0625",21,2,610,729,55.0660793,10,40,,,
"Nu: 0.1, Gamma: 0.1",21,2,609,730,55.13950073,10,40,,,
"Nu: 0.1, Gamma: 0.2",21,2,591,748,56.46108664,10,40,,,
"Nu: 0.1, Gamma: 0.5",21,2,33,1306,97.43024963,10,40,,,
"Nu: 0.1, Gamma: 0.7",21,2,0,1339,99.85315712,10,40,,,
"Nu: 0.1, Gamma: 0.9",21,2,0,1339,99.85315712,10,40,,,
"Nu: 0.1, Gamma: 0.99",21,2,0,1339,99.85315712,10,40,,,
"Nu: 0.2, Gamma: 0.0001",18,5,343,996,74.44933921,10,40,,,
"Nu: 0.2, Gamma: 0.0002",18,5,343,996,74.44933921,10,40,,,
"Nu: 0.2, Gamma: 0.0003",18,5,342,997,74.52276065,10,40,,,
"Nu: 0.2, Gamma: 0.0004",18,5,342,997,74.52276065,10,40,,,
"Nu: 0.2, Gamma: 0.005",18,5,326,1013,75.69750367,10,40,,,
"Nu: 0.2, Gamma: 0.05",18,5,166,1173,87.44493392,10,40,,,
"Nu: 0.2, Gamma: 0.0625",18,5,154,1185,88.32599119,10,40,,,
"Nu: 0.2, Gamma: 0.1",18,5,82,1257,93.6123348,10,40,,,
"Nu: 0.2, Gamma: 0.2",18,5,0,1339,99.6328928,10,40,,,
"Nu: 0.2, Gamma: 0.5",19,4,0,1339,99.70631424,10,40,,,
"Nu: 0.2, Gamma: 0.7",21,2,0,1339,99.85315712,10,40,,,
"Nu: 0.2, Gamma: 0.9",21,2,0,1339,99.85315712,10,40,,,
"Nu: 0.2, Gamma: 0.99",21,2,0,1339,99.85315712,10,40,,,
"Nu: 0.5, Gamma: 0.0001",13,10,0,1339,99.26578561,10,40,,,
"Nu: 0.5, Gamma: 0.0002",13,10,0,1339,99.26578561,10,40,,,
"Nu: 0.5, Gamma: 0.0003",14,9,0,1339,99.33920705,10,40,,,
"Nu: 0.5, Gamma: 0.0004",13,10,0,1339,99.26578561,10,40,,,
"Nu: 0.5, Gamma: 0.005",14,9,0,1339,99.33920705,10,40,,,
"Nu: 0.5, Gamma: 0.05",16,7,0,1339,99.48604993,10,40,,,
"Nu: 0.5, Gamma: 0.0625",17,6,0,1339,99.55947137,10,40,,,
"Nu: 0.5, Gamma: 0.1",17,6,0,1339,99.55947137,10,40,,,
"Nu: 0.5, Gamma: 0.2",18,5,0,1339,99.6328928,10,40,,,
"Nu: 0.5, Gamma: 0.5",18,5,0,1339,99.6328928,10,40,,,
"Nu: 0.5, Gamma: 0.7",18,5,0,1339,99.6328928,10,40,,,
"Nu: 0.5, Gamma: 0.9",18,5,0,1339,99.6328928,10,40,,,
"Nu: 0.5, Gamma: 0.99",18,5,0,1339,99.6328928,10,40,,,
"Nu: 0.7, Gamma: 0.0001",12,11,0,1339,99.19236417,10,40,,,
"Nu: 0.7, Gamma: 0.0002",12,11,0,1339,99.19236417,10,40,,,
"Nu: 0.7, Gamma: 0.0003",12,11,0,1339,99.19236417,10,40,,,
"Nu: 0.7, Gamma: 0.0004",13,10,0,1339,99.26578561,10,40,,,
"Nu: 0.7, Gamma: 0.005",13,10,0,1339,99.26578561,10,40,,,
"Nu: 0.7, Gamma: 0.05",13,10,0,1339,99.26578561,10,40,,,
"Nu: 0.7, Gamma: 0.0625",13,10,0,1339,99.26578561,10,40,,,
"Nu: 0.7, Gamma: 0.1",15,8,0,1339,99.41262849,10,40,,,
"Nu: 0.7, Gamma: 0.2",16,7,0,1339,99.48604993,10,40,,,
"Nu: 0.7, Gamma: 0.5",18,5,0,1339,99.6328928,10,40,,,
"Nu: 0.7, Gamma: 0.7",18,5,0,1339,99.6328928,10,40,,,
"Nu: 0.7, Gamma: 0.9",18,5,0,1339,99.6328928,10,40,,,
"Nu: 0.7, Gamma: 0.99",18,5,0,1339,99.6328928,10,40,,,
"Nu: 0.9, Gamma: 0.0001",1,22,0,1339,98.38472834,10,40,,,
"Nu: 0.9, Gamma: 0.0002",2,21,0,1339,98.45814978,10,40,,,
"Nu: 0.9, Gamma: 0.0003",2,21,0,1339,98.45814978,10,40,,,
"Nu: 0.9, Gamma: 0.0004",2,21,0,1339,98.45814978,10,40,,,
"Nu: 0.9, Gamma: 0.005",3,20,0,1339,98.53157122,10,40,,,
"Nu: 0.9, Gamma: 0.05",3,20,0,1339,98.53157122,10,40,,,
"Nu: 0.9, Gamma: 0.0625",3,20,0,1339,98.53157122,10,40,,,
"Nu: 0.9, Gamma: 0.1",4,19,0,1339,98.60499266,10,40,,,
"Nu: 0.9, Gamma: 0.2",8,15,0,1339,98.89867841,10,40,,,
"Nu: 0.9, Gamma: 0.5",5,18,0,1339,98.6784141,10,40,,,
"Nu: 0.9, Gamma: 0.7",6,17,0,1339,98.75183554,10,40,,,
"Nu: 0.9, Gamma: 0.9",6,17,0,1339,98.75183554,10,40,,,
"Nu: 0.9, Gamma: 0.99",6,17,0,1339,98.75183554,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,23,0,1339,98.3113069,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,23,0,1339,98.3113069,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,23,0,1339,98.3113069,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,23,0,1339,98.3113069,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,23,0,1339,98.3113069,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,23,0,1339,98.3113069,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,23,0,1339,98.3113069,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,23,0,1339,98.3113069,10,40,,,
"Nu: 0.99, Gamma: 0.2",2,21,0,1339,98.45814978,10,40,,,
"Nu: 0.99, Gamma: 0.5",3,20,0,1339,98.53157122,10,40,,,
"Nu: 0.99, Gamma: 0.7",3,20,0,1339,98.53157122,10,40,,,
"Nu: 0.99, Gamma: 0.9",3,20,0,1339,98.53157122,10,40,,,
"Nu: 0.99, Gamma: 0.99",3,20,0,1339,98.53157122,10,40,,,
,,,,,,,,,,
Target Class: facesim_Drop,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",116,18,223,7,33.79120879,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0001, Gamma: 0.005",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0001, Gamma: 0.05",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0001, Gamma: 0.1",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0001, Gamma: 0.2",133,1,230,0,36.53846154,10,40,,,
"Nu: 0.0001, Gamma: 0.5",134,0,226,4,37.91208791,10,40,,,
"Nu: 0.0001, Gamma: 0.7",134,0,204,26,43.95604396,10,40,,,
"Nu: 0.0001, Gamma: 0.9",134,0,203,27,44.23076923,10,40,,,
"Nu: 0.0001, Gamma: 0.99",133,1,201,29,44.50549451,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0002, Gamma: 0.005",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0002, Gamma: 0.05",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0002, Gamma: 0.1",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0002, Gamma: 0.2",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0002, Gamma: 0.5",134,0,226,4,37.91208791,10,40,,,
"Nu: 0.0002, Gamma: 0.7",134,0,204,26,43.95604396,10,40,,,
"Nu: 0.0002, Gamma: 0.9",134,0,203,27,44.23076923,10,40,,,
"Nu: 0.0002, Gamma: 0.99",134,0,201,29,44.78021978,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0003, Gamma: 0.005",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0003, Gamma: 0.05",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0003, Gamma: 0.1",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0003, Gamma: 0.2",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0003, Gamma: 0.5",134,0,226,4,37.91208791,10,40,,,
"Nu: 0.0003, Gamma: 0.7",134,0,204,26,43.95604396,10,40,,,
"Nu: 0.0003, Gamma: 0.9",134,0,203,27,44.23076923,10,40,,,
"Nu: 0.0003, Gamma: 0.99",134,0,201,29,44.78021978,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",133,1,230,0,36.53846154,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",133,1,230,0,36.53846154,10,40,,,
"Nu: 0.0004, Gamma: 0.005",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0004, Gamma: 0.05",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0004, Gamma: 0.1",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0004, Gamma: 0.2",134,0,230,0,36.81318681,10,40,,,
"Nu: 0.0004, Gamma: 0.5",134,0,226,4,37.91208791,10,40,,,
"Nu: 0.0004, Gamma: 0.7",134,0,204,26,43.95604396,10,40,,,
"Nu: 0.0004, Gamma: 0.9",134,0,203,27,44.23076923,10,40,,,
"Nu: 0.0004, Gamma: 0.99",134,0,201,29,44.78021978,10,40,,,
"Nu: 0.005, Gamma: 0.0001",133,1,230,0,36.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.0002",133,1,230,0,36.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.0003",133,1,230,0,36.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.0004",133,1,230,0,36.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.005",133,1,230,0,36.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.05",133,1,230,0,36.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.0625",133,1,230,0,36.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.1",133,1,230,0,36.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.2",133,1,230,0,36.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.5",134,0,226,4,37.91208791,10,40,,,
"Nu: 0.005, Gamma: 0.7",134,0,204,26,43.95604396,10,40,,,
"Nu: 0.005, Gamma: 0.9",134,0,202,28,44.50549451,10,40,,,
"Nu: 0.005, Gamma: 0.99",134,0,199,31,45.32967033,10,40,,,
"Nu: 0.05, Gamma: 0.0001",127,7,227,3,35.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.0002",127,7,227,3,35.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.0003",127,7,227,3,35.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.0004",127,7,227,3,35.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.005",127,7,227,3,35.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.05",128,6,227,3,35.98901099,10,40,,,
"Nu: 0.05, Gamma: 0.0625",129,5,227,3,36.26373626,10,40,,,
"Nu: 0.05, Gamma: 0.1",129,5,227,3,36.26373626,10,40,,,
"Nu: 0.05, Gamma: 0.2",129,5,226,4,36.53846154,10,40,,,
"Nu: 0.05, Gamma: 0.5",129,5,203,27,42.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.7",131,3,195,35,45.6043956,10,40,,,
"Nu: 0.05, Gamma: 0.9",131,3,191,39,46.7032967,10,40,,,
"Nu: 0.05, Gamma: 0.99",131,3,190,40,46.97802198,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",126,8,227,3,35.43956044,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",126,8,227,3,35.43956044,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",126,8,227,3,35.43956044,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",126,8,227,3,35.43956044,10,40,,,
"Nu: 0.0625, Gamma: 0.005",126,8,227,3,35.43956044,10,40,,,
"Nu: 0.0625, Gamma: 0.05",126,8,227,3,35.43956044,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",126,8,227,3,35.43956044,10,40,,,
"Nu: 0.0625, Gamma: 0.1",128,6,227,3,35.98901099,10,40,,,
"Nu: 0.0625, Gamma: 0.2",129,5,226,4,36.53846154,10,40,,,
"Nu: 0.0625, Gamma: 0.5",129,5,203,27,42.85714286,10,40,,,
"Nu: 0.0625, Gamma: 0.7",129,5,193,37,45.6043956,10,40,,,
"Nu: 0.0625, Gamma: 0.9",130,4,191,39,46.42857143,10,40,,,
"Nu: 0.0625, Gamma: 0.99",131,3,190,40,46.97802198,10,40,,,
"Nu: 0.1, Gamma: 0.0001",123,11,227,3,34.61538462,10,40,,,
"Nu: 0.1, Gamma: 0.0002",123,11,227,3,34.61538462,10,40,,,
"Nu: 0.1, Gamma: 0.0003",123,11,227,3,34.61538462,10,40,,,
"Nu: 0.1, Gamma: 0.0004",123,11,227,3,34.61538462,10,40,,,
"Nu: 0.1, Gamma: 0.005",123,11,227,3,34.61538462,10,40,,,
"Nu: 0.1, Gamma: 0.05",124,10,227,3,34.89010989,10,40,,,
"Nu: 0.1, Gamma: 0.0625",124,10,227,3,34.89010989,10,40,,,
"Nu: 0.1, Gamma: 0.1",126,8,227,3,35.43956044,10,40,,,
"Nu: 0.1, Gamma: 0.2",128,6,224,6,36.81318681,10,40,,,
"Nu: 0.1, Gamma: 0.5",128,6,203,27,42.58241758,10,40,,,
"Nu: 0.1, Gamma: 0.7",129,5,193,37,45.6043956,10,40,,,
"Nu: 0.1, Gamma: 0.9",129,5,191,39,46.15384615,10,40,,,
"Nu: 0.1, Gamma: 0.99",129,5,190,40,46.42857143,10,40,,,
"Nu: 0.2, Gamma: 0.0001",101,33,223,7,29.67032967,10,40,,,
"Nu: 0.2, Gamma: 0.0002",101,33,223,7,29.67032967,10,40,,,
"Nu: 0.2, Gamma: 0.0003",101,33,223,7,29.67032967,10,40,,,
"Nu: 0.2, Gamma: 0.0004",101,33,223,7,29.67032967,10,40,,,
"Nu: 0.2, Gamma: 0.005",101,33,223,7,29.67032967,10,40,,,
"Nu: 0.2, Gamma: 0.05",102,32,223,7,29.94505495,10,40,,,
"Nu: 0.2, Gamma: 0.0625",105,29,223,7,30.76923077,10,40,,,
"Nu: 0.2, Gamma: 0.1",108,26,221,9,32.14285714,10,40,,,
"Nu: 0.2, Gamma: 0.2",119,15,194,36,42.58241758,10,40,,,
"Nu: 0.2, Gamma: 0.5",127,7,195,35,44.50549451,10,40,,,
"Nu: 0.2, Gamma: 0.7",128,6,190,40,46.15384615,10,40,,,
"Nu: 0.2, Gamma: 0.9",128,6,190,40,46.15384615,10,40,,,
"Nu: 0.2, Gamma: 0.99",128,6,189,41,46.42857143,10,40,,,
"Nu: 0.5, Gamma: 0.0001",68,66,159,71,38.18681319,10,40,,,
"Nu: 0.5, Gamma: 0.0002",68,66,159,71,38.18681319,10,40,,,
"Nu: 0.5, Gamma: 0.0003",68,66,159,71,38.18681319,10,40,,,
"Nu: 0.5, Gamma: 0.0004",68,66,159,71,38.18681319,10,40,,,
"Nu: 0.5, Gamma: 0.005",68,66,159,71,38.18681319,10,40,,,
"Nu: 0.5, Gamma: 0.05",67,67,160,70,37.63736264,10,40,,,
"Nu: 0.5, Gamma: 0.0625",67,67,161,69,37.36263736,10,40,,,
"Nu: 0.5, Gamma: 0.1",67,67,177,53,32.96703297,10,40,,,
"Nu: 0.5, Gamma: 0.2",68,66,162,68,37.36263736,10,40,,,
"Nu: 0.5, Gamma: 0.5",90,44,153,77,45.87912088,10,40,,,
"Nu: 0.5, Gamma: 0.7",101,33,157,73,47.8021978,10,40,,,
"Nu: 0.5, Gamma: 0.9",111,23,161,69,49.45054945,10,40,,,
"Nu: 0.5, Gamma: 0.99",111,23,160,70,49.72527473,10,40,,,
"Nu: 0.7, Gamma: 0.0001",33,101,10,220,69.50549451,10,40,,,
"Nu: 0.7, Gamma: 0.0002",33,101,10,220,69.50549451,10,40,,,
"Nu: 0.7, Gamma: 0.0003",33,101,10,220,69.50549451,10,40,,,
"Nu: 0.7, Gamma: 0.0004",33,101,10,220,69.50549451,10,40,,,
"Nu: 0.7, Gamma: 0.005",33,101,10,220,69.50549451,10,40,,,
"Nu: 0.7, Gamma: 0.05",35,99,10,220,70.05494505,10,40,,,
"Nu: 0.7, Gamma: 0.0625",35,99,10,220,70.05494505,10,40,,,
"Nu: 0.7, Gamma: 0.1",35,99,10,220,70.05494505,10,40,,,
"Nu: 0.7, Gamma: 0.2",36,98,10,220,70.32967033,10,40,,,
"Nu: 0.7, Gamma: 0.5",60,74,148,82,39.01098901,10,40,,,
"Nu: 0.7, Gamma: 0.7",71,63,147,83,42.30769231,10,40,,,
"Nu: 0.7, Gamma: 0.9",74,60,147,83,43.13186813,10,40,,,
"Nu: 0.7, Gamma: 0.99",80,54,145,85,45.32967033,10,40,,,
"Nu: 0.9, Gamma: 0.0001",14,120,5,225,65.65934066,10,40,,,
"Nu: 0.9, Gamma: 0.0002",14,120,5,225,65.65934066,10,40,,,
"Nu: 0.9, Gamma: 0.0003",14,120,5,225,65.65934066,10,40,,,
"Nu: 0.9, Gamma: 0.0004",14,120,5,225,65.65934066,10,40,,,
