Features: 16,,,,,,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,97.12140175,1418,45,4230
"Nu: 0.0625, Gamma: 0.0001",736,42,0,21,94.74342929,40,40,,,,,,
"Nu: 0.0625, Gamma: 0.0002",736,46,0,17,94.2428035,40,40,,,,,,
"Nu: 0.0625, Gamma: 0.0003",736,47,0,16,94.11764706,40,40,,,,,,
"Nu: 0.0625, Gamma: 0.0004",736,48,0,15,93.99249061,40,40,,,,,,
"Nu: 0.0625, Gamma: 0.005",736,62,0,1,92.24030038,40,40,,,,,,
"Nu: 0.0625, Gamma: 0.05",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.0625, Gamma: 0.0625",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.0625, Gamma: 0.1",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.0625, Gamma: 0.2",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.0625, Gamma: 0.5",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.0625, Gamma: 0.7",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.0625, Gamma: 0.9",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.0625, Gamma: 0.99",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.1, Gamma: 1e-05",736,26,0,37,96.74593242,40,40,,,,,,
"Nu: 0.1, Gamma: 2e-05",736,34,0,29,95.74468085,40,40,,,,,,
"Nu: 0.1, Gamma: 3e-05",736,35,0,28,95.61952441,40,40,,,,,,
"Nu: 0.1, Gamma: 4e-05",736,37,0,26,95.36921151,40,40,,,,,,
"Nu: 0.1, Gamma: 5e-05",736,38,0,25,95.24405507,40,40,,,,,,
"Nu: 0.1, Gamma: 6e-05",736,40,0,23,94.99374218,40,40,,,,,,
"Nu: 0.1, Gamma: 7e-05",736,39,0,24,95.11889862,40,40,,,,,,
"Nu: 0.1, Gamma: 8e-05",736,39,0,24,95.11889862,40,40,,,,,,
"Nu: 0.1, Gamma: 9e-05",736,40,0,23,94.99374218,40,40,,,,,,
"Nu: 0.1, Gamma: 0.0001",736,42,0,21,94.74342929,40,40,,,,,,
"Nu: 0.1, Gamma: 0.0002",736,46,0,17,94.2428035,40,40,,,,,,
"Nu: 0.1, Gamma: 0.0003",736,47,0,16,94.11764706,40,40,,,,,,
"Nu: 0.1, Gamma: 0.0004",736,48,0,15,93.99249061,40,40,,,,,,
"Nu: 0.1, Gamma: 0.005",736,62,0,1,92.24030038,40,40,,,,,,
"Nu: 0.1, Gamma: 0.05",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.1, Gamma: 0.0625",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.1, Gamma: 0.1",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.1, Gamma: 0.2",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.1, Gamma: 0.5",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.1, Gamma: 0.7",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.1, Gamma: 0.9",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.1, Gamma: 0.99",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.2, Gamma: 1e-05",736,26,0,37,96.74593242,40,40,,,,,,
"Nu: 0.2, Gamma: 2e-05",736,34,0,29,95.74468085,40,40,,,,,,
"Nu: 0.2, Gamma: 3e-05",736,35,0,28,95.61952441,40,40,,,,,,
"Nu: 0.2, Gamma: 4e-05",736,37,0,26,95.36921151,40,40,,,,,,
"Nu: 0.2, Gamma: 5e-05",736,38,0,25,95.24405507,40,40,,,,,,
"Nu: 0.2, Gamma: 6e-05",736,40,0,23,94.99374218,40,40,,,,,,
"Nu: 0.2, Gamma: 7e-05",736,39,0,24,95.11889862,40,40,,,,,,
"Nu: 0.2, Gamma: 8e-05",736,39,0,24,95.11889862,40,40,,,,,,
"Nu: 0.2, Gamma: 9e-05",736,40,0,23,94.99374218,40,40,,,,,,
"Nu: 0.2, Gamma: 0.0001",736,42,0,21,94.74342929,40,40,,,,,,
"Nu: 0.2, Gamma: 0.0002",736,46,0,17,94.2428035,40,40,,,,,,
"Nu: 0.2, Gamma: 0.0003",736,47,0,16,94.11764706,40,40,,,,,,
"Nu: 0.2, Gamma: 0.0004",736,48,0,15,93.99249061,40,40,,,,,,
"Nu: 0.2, Gamma: 0.005",736,62,0,1,92.24030038,40,40,,,,,,
"Nu: 0.2, Gamma: 0.05",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.2, Gamma: 0.0625",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.2, Gamma: 0.1",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.2, Gamma: 0.2",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.2, Gamma: 0.5",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.2, Gamma: 0.7",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.2, Gamma: 0.9",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.2, Gamma: 0.99",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.5, Gamma: 1e-05",736,31,0,32,96.12015019,40,40,,,,,,
"Nu: 0.5, Gamma: 2e-05",736,33,0,30,95.8698373,40,40,,,,,,
"Nu: 0.5, Gamma: 3e-05",736,35,0,28,95.61952441,40,40,,,,,,
"Nu: 0.5, Gamma: 4e-05",736,37,0,26,95.36921151,40,40,,,,,,
"Nu: 0.5, Gamma: 5e-05",736,38,0,25,95.24405507,40,40,,,,,,
"Nu: 0.5, Gamma: 6e-05",736,40,0,23,94.99374218,40,40,,,,,,
"Nu: 0.5, Gamma: 7e-05",736,39,0,24,95.11889862,40,40,,,,,,
"Nu: 0.5, Gamma: 8e-05",736,39,0,24,95.11889862,40,40,,,,,,
"Nu: 0.5, Gamma: 9e-05",736,40,0,23,94.99374218,40,40,,,,,,
"Nu: 0.5, Gamma: 0.0001",736,42,0,21,94.74342929,40,40,,,,,,
"Nu: 0.5, Gamma: 0.0002",736,46,0,17,94.2428035,40,40,,,,,,
"Nu: 0.5, Gamma: 0.0003",736,47,0,16,94.11764706,40,40,,,,,,
"Nu: 0.5, Gamma: 0.0004",736,48,0,15,93.99249061,40,40,,,,,,
"Nu: 0.5, Gamma: 0.005",736,62,0,1,92.24030038,40,40,,,,,,
"Nu: 0.5, Gamma: 0.05",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.5, Gamma: 0.0625",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.5, Gamma: 0.1",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.5, Gamma: 0.2",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.5, Gamma: 0.5",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.5, Gamma: 0.7",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.5, Gamma: 0.9",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.5, Gamma: 0.99",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.7, Gamma: 1e-05",736,46,0,17,94.2428035,40,40,,,,,,
"Nu: 0.7, Gamma: 2e-05",736,43,0,20,94.61827284,40,40,,,,,,
"Nu: 0.7, Gamma: 3e-05",736,44,0,19,94.4931164,40,40,,,,,,
"Nu: 0.7, Gamma: 4e-05",736,44,0,19,94.4931164,40,40,,,,,,
"Nu: 0.7, Gamma: 5e-05",736,44,0,19,94.4931164,40,40,,,,,,
"Nu: 0.7, Gamma: 6e-05",736,43,0,20,94.61827284,40,40,,,,,,
"Nu: 0.7, Gamma: 7e-05",736,43,0,20,94.61827284,40,40,,,,,,
"Nu: 0.7, Gamma: 8e-05",736,43,0,20,94.61827284,40,40,,,,,,
"Nu: 0.7, Gamma: 9e-05",736,44,0,19,94.4931164,40,40,,,,,,
"Nu: 0.7, Gamma: 0.0001",736,44,0,19,94.4931164,40,40,,,,,,
"Nu: 0.7, Gamma: 0.0002",736,46,0,17,94.2428035,40,40,,,,,,
"Nu: 0.7, Gamma: 0.0003",736,47,0,16,94.11764706,40,40,,,,,,
"Nu: 0.7, Gamma: 0.0004",736,48,0,15,93.99249061,40,40,,,,,,
"Nu: 0.7, Gamma: 0.005",736,62,0,1,92.24030038,40,40,,,,,,
"Nu: 0.7, Gamma: 0.05",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.7, Gamma: 0.0625",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.7, Gamma: 0.1",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.7, Gamma: 0.2",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.7, Gamma: 0.5",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.7, Gamma: 0.7",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.7, Gamma: 0.9",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.7, Gamma: 0.99",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.9, Gamma: 1e-05",736,56,0,7,92.99123905,40,40,,,,,,
"Nu: 0.9, Gamma: 2e-05",736,55,0,8,93.11639549,40,40,,,,,,
"Nu: 0.9, Gamma: 3e-05",736,54,0,9,93.24155194,40,40,,,,,,
"Nu: 0.9, Gamma: 4e-05",736,54,0,9,93.24155194,40,40,,,,,,
"Nu: 0.9, Gamma: 5e-05",736,54,0,9,93.24155194,40,40,,,,,,
"Nu: 0.9, Gamma: 6e-05",736,54,0,9,93.24155194,40,40,,,,,,
"Nu: 0.9, Gamma: 7e-05",736,55,0,8,93.11639549,40,40,,,,,,
"Nu: 0.9, Gamma: 8e-05",736,55,0,8,93.11639549,40,40,,,,,,
"Nu: 0.9, Gamma: 9e-05",736,54,0,9,93.24155194,40,40,,,,,,
"Nu: 0.9, Gamma: 0.0001",736,54,0,9,93.24155194,40,40,,,,,,
"Nu: 0.9, Gamma: 0.0002",736,55,0,8,93.11639549,40,40,,,,,,
"Nu: 0.9, Gamma: 0.0003",736,55,0,8,93.11639549,40,40,,,,,,
"Nu: 0.9, Gamma: 0.0004",736,55,0,8,93.11639549,40,40,,,,,,
"Nu: 0.9, Gamma: 0.005",736,62,0,1,92.24030038,40,40,,,,,,
"Nu: 0.9, Gamma: 0.05",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.9, Gamma: 0.0625",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.9, Gamma: 0.1",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.9, Gamma: 0.2",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.9, Gamma: 0.5",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.9, Gamma: 0.7",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.9, Gamma: 0.9",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.9, Gamma: 0.99",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.99, Gamma: 1e-05",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.99, Gamma: 2e-05",736,61,0,2,92.36545682,40,40,,,,,,
"Nu: 0.99, Gamma: 3e-05",736,61,0,2,92.36545682,40,40,,,,,,
"Nu: 0.99, Gamma: 4e-05",736,61,0,2,92.36545682,40,40,,,,,,
"Nu: 0.99, Gamma: 5e-05",736,61,0,2,92.36545682,40,40,,,,,,
"Nu: 0.99, Gamma: 6e-05",736,61,0,2,92.36545682,40,40,,,,,,
"Nu: 0.99, Gamma: 7e-05",736,61,0,2,92.36545682,40,40,,,,,,
"Nu: 0.99, Gamma: 8e-05",736,61,0,2,92.36545682,40,40,,,,,,
"Nu: 0.99, Gamma: 9e-05",736,62,0,1,92.24030038,40,40,,,,,,
"Nu: 0.99, Gamma: 0.0001",736,62,0,1,92.24030038,40,40,,,,,,
"Nu: 0.99, Gamma: 0.0002",736,62,0,1,92.24030038,40,40,,,,,,
"Nu: 0.99, Gamma: 0.0003",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.99, Gamma: 0.0004",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.99, Gamma: 0.005",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.99, Gamma: 0.05",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.99, Gamma: 0.0625",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.99, Gamma: 0.1",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.99, Gamma: 0.2",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.99, Gamma: 0.5",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.99, Gamma: 0.7",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.99, Gamma: 0.9",736,63,0,0,92.11514393,40,40,,,,,,
"Nu: 0.99, Gamma: 0.99",736,63,0,0,92.11514393,40,40,,,,,,
,,,,,,,,,,,,,
Features: 16,,,,,,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,,,,
"Nu: 5e-05, Gamma: 1e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 2e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 5e-05, Gamma: 3e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 5e-05, Gamma: 4e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 5e-05, Gamma: 5e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 5e-05, Gamma: 6e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 5e-05, Gamma: 7e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 5e-05, Gamma: 8e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 9e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 0.0001",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 0.0002",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 0.0003",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 0.0004",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 0.005",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 0.05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 0.0625",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 0.1",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 0.2",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 0.5",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 0.7",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 0.9",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 5e-05, Gamma: 0.99",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 6e-05, Gamma: 1e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 6e-05, Gamma: 2e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 3e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 4e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 5e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 6e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 7e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 8e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 9e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 0.0001",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 0.0002",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 0.0003",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 0.0004",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 0.005",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 0.05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 0.0625",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 0.1",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 0.2",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 0.5",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 0.7",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 0.9",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 6e-05, Gamma: 0.99",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 7e-05, Gamma: 1e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 2e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 3e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 7e-05, Gamma: 4e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 7e-05, Gamma: 5e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 7e-05, Gamma: 6e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 7e-05, Gamma: 7e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 7e-05, Gamma: 8e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 9e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 0.0001",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 0.0002",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 0.0003",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 0.0004",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 0.005",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 0.05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 0.0625",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 0.1",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 0.2",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 0.5",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 0.7",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 0.9",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 7e-05, Gamma: 0.99",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 8e-05, Gamma: 1e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 8e-05, Gamma: 2e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 3e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 4e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 5e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 6e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 7e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 8e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 9e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 0.0001",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 0.0002",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 0.0003",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 0.0004",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 0.005",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 0.05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 0.0625",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 0.1",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 0.2",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 0.5",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 0.7",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 0.9",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 8e-05, Gamma: 0.99",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 1e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 9e-05, Gamma: 2e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 3e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 4e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 5e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 6e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 7e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 8e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 9e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 0.0001",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 0.0002",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 0.0003",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 0.0004",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 0.005",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 0.05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 0.0625",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 0.1",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 0.2",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 0.5",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 0.7",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 0.9",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 9e-05, Gamma: 0.99",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 1e-05",624,65,0,9,90.68767908,50,40,,,,,,
"Nu: 0.0001, Gamma: 2e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 3e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0001, Gamma: 4e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0001, Gamma: 5e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0001, Gamma: 6e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0001, Gamma: 7e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 8e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 9e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 0.0001",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 0.0002",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 0.0003",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 0.0004",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 0.005",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 0.05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 0.0625",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 0.1",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 0.2",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 0.5",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 0.7",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 0.9",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0001, Gamma: 0.99",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0002, Gamma: 1e-05",624,67,0,7,90.40114613,50,40,,,,,,
"Nu: 0.0002, Gamma: 2e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 3e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 4e-05",624,65,0,9,90.68767908,50,40,,,,,,
"Nu: 0.0002, Gamma: 5e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0002, Gamma: 6e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0002, Gamma: 7e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 8e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 9e-05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 0.0001",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 0.0002",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 0.0003",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0002, Gamma: 0.0004",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0002, Gamma: 0.005",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 0.05",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 0.0625",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 0.1",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 0.2",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 0.5",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 0.7",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 0.9",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0002, Gamma: 0.99",624,70,0,4,89.9713467,50,40,,,,,,
"Nu: 0.0003, Gamma: 1e-05",624,61,0,13,91.26074499,50,40,,,,,,
"Nu: 0.0003, Gamma: 2e-05",624,64,0,10,90.83094556,50,40,,,,,,
"Nu: 0.0003, Gamma: 3e-05",624,71,0,3,89.82808023,50,40,,,,,,
"Nu: 0.0003, Gamma: 4e-05",624,72,0,2,89.68481375,50,40,,,,,,
"Nu: 0.0003, Gamma: 5e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0003, Gamma: 6e-05",624,74,0,0,89.3982808,50,40,,,,,,
"Nu: 0.0003, Gamma: 7e-05",624,70,0,4,89.9713467,50,40,,,,,,
